note,city,site_comb,city_abbv,town,site,site_abbv,management_type,management_type_2,lat,long,n,nlcd_urban_pct,distance_to_city_center,distance_to_city_center_km,airtemp_5cm_Jan_12pm,airtemp_5cm_Feb_12pm,airtemp_5cm_Mar_12pm,airtemp_5cm_Apr_12pm,airtemp_5cm_May_12pm,airtemp_5cm_Jun_12pm,airtemp_5cm_Jul_12pm,airtemp_5cm_Aug_12pm,airtemp_5cm_Sept_12pm,airtemp_5cm_Oct_12pm,airtemp_5cm_Nov_12pm,airtemp_5cm_Dec_12pm,airtemp_1.2m_Jan_12pm,airtemp_1.2m_Feb_12pm,airtemp_1.2m_Mar_12pm,airtemp_1.2m_Apr_12pm,airtemp_1.2m_May_12pm,airtemp_1.2m_Jun_12pm,airtemp_1.2m_Jul_12pm,airtemp_1.2m_Aug_12pm,airtemp_1.2m_Sept_12pm,airtemp_1.2m_Oct_12pm,airtemp_1.2m_Nov_12pm,airtemp_1.2m_Dec_12pm,soiltemp_2.5cm_Jan_12pm,soiltemp_2.5cm_Feb_12pm,soiltemp_2.5cm_Mar_12pm,soiltemp_2.5cm_Apr_12pm,soiltemp_2.5cm_May_12pm,soiltemp_2.5cm_Jun_12pm,soiltemp_2.5cm_Jul_12pm,soiltemp_2.5cm_Aug_12pm,soiltemp_2.5cm_Sept_12pm,soiltemp_2.5cm_Oct_12pm,soiltemp_2.5cm_Nov_12pm,soiltemp_2.5cm_Dec_12pm,RH_5cm_Jan_12pm,RH_5cm_Feb_12pm,RH_5cm_Mar_12pm,RH_5cm_Apr_12pm,RH_5cm_May_12pm,RH_5cm_Jun_12pm,RH_5cm_Jul_12pm,RH_5cm_Aug_12pm,RH_5cm_Sept_12pm,RH_5cm_Oct_12pm,RH_5cm_Nov_12pm,RH_5cm_Dec_12pm,RH_1.2m_Jan_12pm,RH_1.2m_Feb_12pm,RH_1.2m_Mar_12pm,RH_1.2m_Apr_12pm,RH_1.2m_May_12pm,RH_1.2m_Jun_12pm,RH_1.2m_Jul_12pm,RH_1.2m_Aug_12pm,RH_1.2m_Sept_12pm,RH_1.2m_Oct_12pm,RH_1.2m_Nov_12pm,RH_1.2m_Dec_12pm
NA,Baltimore,BA.PIK.U,BA,Catonsville,1624 Baltimore Pike,PIK,U,NA,39.28524,-76.75864,21,72.89020371,12231.86055,12.23186055,2.763267406,4.247035438,14.23319808,20.73685023,27.25746107,32.73223489,35.20219844,34.25799606,29.45788213,22.05033989,14.36551569,7.667703357,3.940388054,5.839026714,11.73313696,17.50138238,23.18263049,28.0063143,30.22016585,29.26078011,25.31663643,19.06768073,12.69614445,6.536363264,-0.108121141,0.086608945,16.85887644,25.45430248,33.59857165,40.22007882,43.36665313,41.89813955,35.01672834,24.68458096,14.44415825,7.422018256,50.09898751,49.366638,35.36211143,33.21999921,36.18603471,36.95244153,37.95765114,39.22067925,40.61212431,40.63346005,43.24990797,45.07446504,46.09849998,44.17949998,41.64749999,40.64799999,46.11749998,48.43299998,50.23649998,52.05649998,51.75499998,48.84049998,48.21949998,48.71099998
NA,Baltimore,BA.AA.U,BA,Catonsville,Arbutus Ave,AA,U,NA,39.28028,-76.72639,12,60.90900529,9457.514342,9.457514342,2.761773425,4.319409859,14.24733996,20.80160618,27.28446354,32.70659542,35.33515053,34.2829381,29.46677095,22.0143175,14.25912175,7.628271497,3.940417858,5.839039618,11.73313917,17.50137522,23.18261908,28.00630055,30.22015366,29.26077065,25.31663405,19.06768977,12.69617081,6.536397322,-0.10357975,0.092101743,16.93880363,25.53879738,33.82539523,40.58910922,43.46329015,42.10595011,35.1603524,24.77848991,14.54255042,7.399293058,50.1044099,49.11663078,35.32973013,33.08778331,36.12880174,37.00574232,37.68009638,39.16630073,40.59131814,40.72284055,43.54898221,45.19609423,46.09849998,44.17949998,41.64749999,40.64799999,46.11749998,48.43299998,50.23649998,52.05649998,51.75499998,48.84049998,48.21949998,48.71099998
NA,Baltimore,BA.CP.U,BA,Carroll Park,Carroll Park,CP,U,NA,39.2794,-76.64347,15,17.62777858,2347.176077,2.347176077,3.173601752,4.700764074,14.16553667,21.0310788,27.397309,33.03745194,35.79945451,34.50941412,29.89308249,22.08731947,14.54504277,7.797071464,4.410590896,6.295137716,11.89387461,17.95041913,23.43051345,28.45223,30.76013555,29.70782944,25.96842288,19.45342813,13.19092109,6.994107419,-0.039437852,0.324605902,16.94508036,25.89932135,33.87511126,40.86227641,43.93481312,42.13082094,35.32507313,24.66515964,14.56500713,6.974213992,52.35344989,51.23702155,37.43984854,35.03877399,38.00145961,38.80780065,39.23013656,41.12833751,42.67895416,43.74091546,46.34420601,47.41993785,47.98449998,45.86449999,43.43799999,42.43799999,48.10399998,50.41949998,52.02599998,53.94849998,53.65299998,51.44299998,50.60699998,50.09799998
Druid Park Lake & Linden,Baltimore,BA.DHI.U,BA,Reservoir Hill,Druid Hill,DHI,U,NA,39.3169,-76.6362,5,62.62271579,4100.221801,4.100221801,3.118715642,4.64440656,14.40218162,21.20636088,27.49429343,33.18848739,35.90066448,34.66022772,30.08251386,22.43097469,-118.142467,7.978026761,4.410389392,6.295049862,11.8938597,17.95046801,23.43058986,28.45232183,30.76021802,29.70789331,25.96843896,19.45336902,13.19074849,6.993872139,-0.001245629,0.459047905,17.28562906,26.26079585,34.19186655,41.0070875,44.22790846,42.55798297,35.9323687,25.22749706,15.26033437,7.616282828,52.5565935,51.43907221,36.87033639,34.66373337,37.78657727,38.48066592,39.01271013,40.78582496,42.21738238,42.83519801,45.71473271,46.83799254,47.98449998,45.86449999,43.43799999,42.43799999,48.10399998,50.41949998,52.02599998,53.94849998,53.65299998,51.44299998,50.60699998,50.09799998
NA,Baltimore,BA.FH.U,BA,Harlem Park,Fulton & Harlem,FH,U,NA,39.29628,-76.64535,13,69.49285252,2860.187059,2.860187059,3.13905091,4.66303294,14.47573974,21.28104013,27.52036764,33.2195581,35.84775736,34.68424024,30.12048262,22.48692337,14.8565197,8.000545565,4.410500235,6.295098185,11.8938679,17.95044113,23.43054784,28.45227133,30.76017267,29.70785818,25.96843012,19.45340153,13.19084343,6.994001565,0.007398202,0.44739006,17.46964588,26.35950046,34.36900479,41.16975209,44.54497653,42.76478083,36.13561283,25.40131118,15.32018075,7.758801985,52.48135962,51.37226382,36.69532619,34.50521734,37.72889818,38.41360165,39.12619296,40.73148296,42.12551752,42.68986327,45.4213915,46.7666425,47.98449998,45.86449999,43.43799999,42.43799999,48.10399998,50.41949998,52.02599998,53.94849998,53.65299998,51.44299998,50.60699998,50.09799998
NA,Baltimore,BA.GA.U,BA,Morrell Park,Gable Ave RR,GA,U,NA,39.25763,-76.65694,20,41.15783721,4493.537597,4.493537597,3.133157147,4.708188837,14.56272532,21.38399859,27.5983129,33.27022466,35.99970107,34.80197009,30.30070219,22.60874238,15.10129722,8.229307886,4.410707716,6.295188663,11.89388325,17.95039078,23.43046913,28.45217673,30.76008771,29.70779239,25.96841355,19.45346242,13.19102117,6.994243809,-0.047336833,0.416791485,18.08111246,26.69747631,34.51124066,41.2247658,44.48563247,43.0274317,36.58944128,26.23384991,16.00673572,8.367829306,52.50403401,51.2106079,36.48958417,34.28798249,37.55717246,38.30449727,38.80080774,40.4664841,41.6926126,42.37531207,44.71134035,46.04528227,47.98449998,45.86449999,43.43799999,42.43799999,48.10399998,50.41949998,52.02599998,53.94849998,53.65299998,51.44299998,50.60699998,50.09799998
NA,Baltimore,BA.LA.U,BA,Arbutus,Leeds Ave,LA,U,NA,39.25533,-76.69023,11,70.09534778,7060.519077,7.060519077,2.812385541,4.359165679,14.16302734,20.63743452,27.1270839,32.53341881,35.06248446,34.11074531,29.33902335,21.91213453,14.22064444,7.728570379,3.940567677,5.839104493,11.73315027,17.50133918,23.18256169,28.00623144,30.22009238,29.26072309,25.31662207,19.06773522,12.69630334,6.536568516,-0.112673103,0.110387793,16.29693939,24.7621002,32.86369456,39.50676569,42.53659808,41.05385789,34.32431833,24.14226329,14.19791721,7.035062801,49.92514895,48.98009745,35.52333462,33.42402603,36.46354606,37.36809169,38.25163358,39.54320565,40.89138751,40.97763943,43.65806492,44.88823302,46.09849998,44.17949998,41.64749999,40.64799999,46.11749998,48.43299998,50.23649998,52.05649998,51.75499998,48.84049998,48.21949998,48.71099998
NA,Baltimore,BA.ML.U,BA,Carrollton Ridge,Monroe & Lemmon,ML,U,NA,39.28561,-76.64662,10,85.12383662,2590.778924,2.590778924,3.129581948,4.650280153,14.5074344,21.31633327,27.59122342,33.16406128,35.8696148,34.75211039,30.23174578,22.47405492,14.95611369,8.192313521,4.410557551,6.295123176,11.89387214,17.95042722,23.4305261,28.4522452,30.76014921,29.70784001,25.96842554,19.45341835,13.19089253,6.994068486,-0.02046546,0.426975364,17.86228065,26.51592021,34.25302373,41.16937391,44.43694175,42.80705471,36.36231176,26.07012656,15.89529938,8.158322498,52.51677769,51.4182007,36.62020703,34.43058465,37.57286809,38.53322097,39.0791705,40.57852049,41.85766967,42.72330625,45.13090487,46.16065772,47.98449998,45.86449999,43.43799999,42.43799999,48.10399998,50.41949998,52.02599998,53.94849998,53.65299998,51.44299998,50.60699998,50.09799998
NA,Baltimore,BA.TRC.U,BA,Catonsville,TRC Parking Lot,TRC,U,NA,39.25392,-76.70288,13,35.96665219,8115.387846,8.115387846,2.772150427,4.292098169,14.25871608,20.79150514,27.26754891,32.7366752,35.20909762,34.27392012,29.48386385,22.05309187,14.31785928,7.70592579,3.940576138,5.839108157,11.7331509,17.50133714,23.18255845,28.00622753,30.22008892,29.2607204,25.3166214,19.06773779,12.69631083,6.536578184,-0.102769321,0.135457336,16.91950652,25.42771193,33.60654424,40.20874818,43.3574338,41.91812662,35.07918032,24.83653151,14.68040122,7.521795987,50.06804695,49.21105908,35.30372908,33.1082862,36.16449296,36.94302768,37.9430254,39.18583043,40.55132296,40.62678721,43.3840246,44.95768336,46.09849998,44.17949998,41.64749999,40.64799999,46.11749998,48.43299998,50.23649998,52.05649998,51.75499998,48.84049998,48.21949998,48.71099998
NA,Baltimore,BA.WB.U,BA,Morrell Park,Washington Blvd RR,WB,U,NA,39.25577,-76.65913,23,40.28751106,4771.067235,4.771067235,3.151510642,4.670846387,13.9919375,20.85525702,27.24929244,32.93737285,35.53614038,34.20921649,29.58735034,21.81007999,14.21721369,7.50636916,4.410717692,6.295193014,11.89388399,17.95038836,23.43046535,28.45217218,30.76008362,29.70778922,25.96841276,19.45346535,13.19102972,6.994255455,-0.051699331,0.454272495,15.92889566,25.06606951,33.18157917,40.17010568,43.40635049,41.38060773,34.3028924,23.42930923,13.57595238,6.120376867,52.43587168,51.34453195,37.86390437,35.41960437,38.33223462,39.02630843,39.80264479,41.82007307,43.43603338,44.48729287,47.33833027,48.37105634,47.98449998,45.86449999,43.43799999,42.43799999,48.10399998,50.41949998,52.02599998,53.94849998,53.65299998,51.44299998,50.60699998,50.09799998
NA,Baltimore,BA.WBO.U,BA,Arbutus,Westland Blvd Overpass,WBO,U,NA,39.25827,-76.69844,10,56.23010846,7575.346665,7.575346665,2.80819316,4.272043232,14.43670483,20.90919643,27.36365921,32.80733766,35.29452728,34.42101349,29.6807822,22.42753508,14.58427198,7.936455679,3.940550032,5.839096851,11.73314896,17.50134343,23.18256845,28.00623958,30.2200996,29.26072869,25.31662349,19.06772987,12.69628773,6.536548354,-0.019790662,0.109655919,17.52763872,25.85531744,33.90897199,40.42421106,43.6145917,42.34015728,35.71868975,25.48399154,15.43835913,8.235653323,49.93995216,49.28031614,34.89927613,32.869376,35.96149419,36.79656664,37.76453276,38.86683383,40.09410981,39.71105021,42.64274416,44.25643734,46.09849998,44.17949998,41.64749999,40.64799999,46.11749998,48.43299998,50.23649998,52.05649998,51.75499998,48.84049998,48.21949998,48.71099998
NA,Boston,BO.HC1.M,BO,Middleborough,HC1 - 68 Woodlawn St,HC1,M,high chemical,41.8781,-70.8872,13,18.15070223,55497.42155,55.49742155,0.856789803,2.000926899,6.564390566,16.30942539,22.95351113,28.74896583,32.01136568,31.06518099,25.93871279,19.2707507,11.93774943,5.268186964,1.680639122,2.820576207,7.592799909,13.16203084,19.21575166,24.33304238,27.43983613,26.48914128,22.13514442,16.59514,10.52299183,4.202491758,-0.172251317,-0.109747416,0.728095187,21.11083883,29.22392531,36.31608505,39.98774022,38.40824725,31.64528405,22.06688463,12.0420257,5.519741669,44.10799998,43.80399998,45.28449998,44.06899999,47.82899998,50.24749998,51.44899998,53.66449998,53.36299998,49.84549998,49.93049998,48.12649998,44.10799998,43.80399998,45.28449998,44.06899999,47.82899998,50.24749998,51.44899998,53.66449998,53.36299998,49.84549998,49.93049998,48.12649998
NA,Boston,BO.HC2.M,BO,Weymouth,HC2 - 14 Epping St,HC2,M,high chemical,42.22429,-70.94618,12,17.45106143,17740.29914,17.74029914,0.465659063,1.697876844,6.379478557,16.13534924,22.92778015,28.84907819,32.16737615,30.96384805,25.94786826,19.06206114,11.67768799,4.934084582,1.264733715,2.487841551,7.343384932,13.10301565,19.24345742,24.45970102,27.56684447,26.52076853,22.26973875,16.55935715,10.41802399,3.989089519,-0.221005842,-0.124703626,0.774787517,21.07335571,29.19876464,36.42171172,40.01010651,38.45144862,31.50451707,21.78371608,12.0436252,5.008472052,48.29152117,48.01743622,49.86582509,37.45579701,38.76911997,39.41544885,39.8675105,42.17307718,43.67840424,44.02545306,48.11659375,46.7102109,45.58599998,45.38299998,46.66999999,45.56099999,48.61599998,51.03799998,51.93149998,54.55799998,54.46849998,51.54499998,52.31749998,49.90749998
NA,Boston,BO.HC3.M,BO,Wellesley,HC3 - 29 Maurice Rd,HC3,M,high chemical,42.30197,-71.30164,4,21.66844,20998.17324,20.99817324,-0.348516182,1.029731333,5.368659612,16.58489768,23.67772801,29.19498305,32.39696898,31.13623823,26.0725131,18.94213842,11.01018315,2.046468326,0.463082599,1.819322346,7.172320677,13.53831533,19.98310803,24.80857074,27.81479741,26.55901569,22.28373002,16.35106867,9.806717218,2.899051477,-0.435894988,-0.164590531,0.333927067,20.9404443,29.51749145,36.55705602,40.13302189,38.34330708,31.08723046,21.08299737,11.16808732,-0.048403636,45.56689189,45.50740586,49.93030473,34.73296618,36.00354819,37.20679733,37.93665775,39.7819805,40.75224213,40.87780232,45.61379865,50.61015108,42.80449998,42.99849998,44.08399998,42.25899999,45.11799998,48.13699998,49.34099998,51.85549998,51.15199998,48.13699998,49.43149998,47.62899998
NA,Boston,BO.HC4.M,BO,Wakefield,HC4 - 1 Outlook Rd,HC4,M,high chemical,42.50754,-71.08871,10,43.12462137,16594.67768,16.59467768,-0.305437984,1.012954738,5.178562185,15.98345313,22.92383183,28.72576579,32.00581776,30.79442048,25.60933841,18.52398756,10.8396311,3.709950811,0.490480256,1.830104287,6.90267541,13.07099453,19.31720597,24.44122966,27.44143936,26.37490532,22.02685853,16.2047563,9.74717662,2.92725356,-0.341451943,-0.239057193,0.350910109,20.28878328,28.87621078,36.15587447,39.5722433,37.85593409,30.44097587,20.43490611,10.29250134,3.88926076,46.44971194,46.1278579,51.36062228,36.75360258,37.59429892,39.03762599,39.09931721,40.82654789,42.69366815,43.22058077,47.44028113,46.20068889,43.70249998,43.49849998,45.58649998,44.36799999,46.91549998,50.24449998,50.83949998,52.75999998,52.96099998,50.04649998,51.03449998,48.82999998
on envelope; 42.1162 -71.17515 on another envelope; Weeds found in yard and in neighborhood in close proximity,Boston,BO.LC1.M,BO,Sharon,LC1 - 6 Robin Rd,LC1,M,low chemical,42.11655,-71.17516,8,20.25432749,28755.19321,28.75519321,-0.062458339,1.296856309,5.472991253,16.64323335,23.53958239,29.13449437,32.36501646,31.15115519,26.11708939,19.0591925,11.36439436,2.313450731,0.764477528,2.108498475,7.272404657,13.53804493,19.78937343,24.71443523,27.72082802,26.56637174,22.29223254,16.45144962,10.09395457,3.285684721,-0.409184403,-0.141834943,0.284513145,21.20625425,29.67420349,36.94181478,40.38930745,38.5545717,31.38503173,21.49335859,11.44309737,-0.400189226,45.6989263,45.3641519,49.90941431,34.52103484,36.18982047,37.4377711,38.25947491,40.0737235,40.98561916,40.92577732,45.1462335,50.82161464,43.00599998,42.80099998,44.08299998,42.15799999,45.51899998,48.53899998,49.94449998,52.25749998,51.55399998,48.23749998,49.13349998,47.43099998
